seed,week,time,num_I,value,.lower,.upper,.width,.point,.interval
33,15,109,2994,3598.5527573748795,2723.4886921895513,4594.282729840359,0.8,median,qi
33,15,110,2799,3336.13299330492,2522.395043577354,4251.346755609469,0.8,median,qi
33,15,111,2590,3089.220794424744,2329.27009750638,3940.9290261190745,0.8,median,qi
33,15,112,2440,2857.024066966914,2165.6162192800584,3654.197197704617,0.8,median,qi
33,16,113,2294,2639.469337005414,1997.4268413636817,3389.6435222921054,0.8,median,qi
33,16,114,2135,2428.874059340037,1838.0406839142488,3136.3362235593986,0.8,median,qi
33,16,115,1995,2235.0069920641936,1693.943618445002,2879.884674454751,0.8,median,qi
33,16,116,1857,2050.5593629586774,1553.062305161391,2655.950148794428,0.8,median,qi
33,16,117,1752,1886.0633849371648,1430.7183990615474,2442.586387800312,0.8,median,qi
33,16,118,1620,1728.682626253058,1315.5357108383191,2239.5681611761233,0.8,median,qi
33,16,119,1516,1589.1336180606595,1200.9414824966393,2062.625269405011,0.8,median,qi
33,17,120,1400,1455.9252413151748,1093.3182560210632,1897.5226816850145,0.8,median,qi
33,17,121,1337,1328.5782606938467,998.3608754415756,1736.657635302699,0.8,median,qi
33,17,122,1233,1211.8347481345495,905.109267178336,1588.4451332956855,0.8,median,qi
33,17,123,1138,1105.9523846827533,825.4671862667026,1456.5994613770567,0.8,median,qi
33,17,124,1087,1009.7760487159832,747.8887709583084,1335.167286421805,0.8,median,qi
33,17,125,1010,922.4369487509778,679.8834207796189,1221.8110501109472,0.8,median,qi
33,17,126,952,842.660771355304,619.4822423329327,1116.894090866188,0.8,median,qi
33,18,127,883,767.7627027086514,561.4235255061777,1024.0958136828217,0.8,median,qi
33,18,128,829,697.2283647586828,511.1051145445378,931.939589560254,0.8,median,qi
33,18,129,759,633.1498775701757,461.6897981938876,857.3817844130755,0.8,median,qi
33,18,130,713,578.1097859546405,417.3292460201515,788.0727087507404,0.8,median,qi
33,18,131,678,526.0505364205253,377.80773736245237,727.3365792297041,0.8,median,qi
33,18,132,649,480.2389602845831,339.698948085533,669.7665814903697,0.8,median,qi
33,18,133,589,438.4350890290358,307.18078714879323,614.2850151396557,0.8,median,qi
33,0,1,479,474.0836833596503,445.2928627225682,502.32052827120083,0.95,median,qi
33,0,2,488,464.79058381376774,417.4580271905163,510.89223612759326,0.95,median,qi
33,0,3,483,459.5125920814918,401.31256845446256,516.4287062409865,0.95,median,qi
33,0,4,490,456.57240329899025,391.9231741331603,519.4155261672299,0.95,median,qi
33,0,5,462,453.5827754499233,383.70680326936974,520.853294655229,0.95,median,qi
33,0,6,483,451.43698844398494,377.208027963413,525.5699952682801,0.95,median,qi
33,0,7,464,450.0520537956942,372.1082939716403,532.4754712521953,0.95,median,qi
33,1,8,458,451.8175424037574,367.47572691269875,537.5549636620698,0.95,median,qi
33,1,9,445,456.927170686208,367.2650888212429,549.4702458213801,0.95,median,qi
33,1,10,434,463.0623719546168,369.66858671681297,563.1747494294548,0.95,median,qi
33,1,11,428,472.8266486320957,373.65766485252186,582.9005251172861,0.95,median,qi
33,1,12,439,482.19019971363423,376.12500094285633,603.768939686894,0.95,median,qi
33,1,13,452,494.0583027017205,380.4584788076465,629.9400421727379,0.95,median,qi
33,1,14,457,504.8768761844732,383.1163641327701,654.0143360317626,0.95,median,qi
33,2,15,453,521.0103280292963,385.7668803261875,682.6045201925275,0.95,median,qi
33,2,16,466,538.2904955308175,394.3264518873255,715.351565775142,0.95,median,qi
33,2,17,475,559.3968685399325,405.1275278108437,753.4435738706037,0.95,median,qi
33,2,18,491,585.8641834120276,419.48093385107086,789.5887937698935,0.95,median,qi
33,2,19,491,610.814931438447,435.55888923248057,833.5060818413081,0.95,median,qi
33,2,20,511,638.1658025364175,449.17764112948527,877.5908700805185,0.95,median,qi
33,2,21,519,666.7324806636047,461.9682502392178,928.3232962194422,0.95,median,qi
33,3,22,543,701.1428794626577,482.4040880640934,990.8781228399793,0.95,median,qi
33,3,23,580,739.7365110039176,506.0294307102751,1067.2276016803935,0.95,median,qi
33,3,24,603,788.0186965960222,533.6774012375888,1138.2863198248251,0.95,median,qi
33,3,25,612,844.3843258920297,568.902165618358,1219.1061533259372,0.95,median,qi
33,3,26,659,901.1319340349654,598.7770239806356,1312.285753373846,0.95,median,qi
33,3,27,686,962.415707794986,631.3556360545618,1430.3761182969924,0.95,median,qi
33,3,28,729,1027.871947987423,675.0110799211035,1555.351598881721,0.95,median,qi
33,4,29,770,1103.9502119359895,724.9530438799006,1680.4122843253367,0.95,median,qi
33,4,30,825,1196.9264268307743,786.067652341804,1808.808649804489,0.95,median,qi
33,4,31,867,1304.360448230149,846.6337123620134,1961.8363305716991,0.95,median,qi
33,4,32,934,1423.972527625716,929.8042134214294,2094.999801617248,0.95,median,qi
33,4,33,1006,1551.132518724906,1000.599295302923,2311.2714870942605,0.95,median,qi
33,4,34,1074,1698.1196275283603,1091.6812665205748,2543.3541283500363,0.95,median,qi
33,4,35,1155,1846.3941046411471,1182.992653366082,2814.6470561943847,0.95,median,qi
33,5,36,1250,2012.9329719473808,1289.3410913360308,3048.172567110297,0.95,median,qi
33,5,37,1354,2200.04910749904,1420.4945540195677,3286.7329801065735,0.95,median,qi
33,5,38,1488,2410.4991774350037,1556.760864112982,3509.356231395096,0.95,median,qi
33,5,39,1624,2626.7243874155065,1706.2798086179605,3807.5879763992334,0.95,median,qi
33,5,40,1769,2870.4195940806376,1874.1684132864807,4180.119512064251,0.95,median,qi
33,5,41,1886,3144.629696197766,2083.9949836736946,4589.42521014442,0.95,median,qi
33,5,42,2091,3433.5311645524826,2293.6413400706697,5040.073900598052,0.95,median,qi
33,6,43,2287,3755.8048483604607,2508.666649681984,5521.8969747532265,0.95,median,qi
33,6,44,2447,4117.475190501715,2793.324892865118,6081.827346681965,0.95,median,qi
33,6,45,2702,4517.976925001558,3090.513027095117,6639.725623159452,0.95,median,qi
33,6,46,2875,4950.725181306572,3399.732500272131,7322.927996187251,0.95,median,qi
33,6,47,3065,5435.565075375175,3739.20537452039,8009.208271906844,0.95,median,qi
33,6,48,3308,5988.944867939157,4074.6892583048448,8846.549769996664,0.95,median,qi
33,6,49,3585,6576.692065685023,4457.874089389477,9820.100260179468,0.95,median,qi
33,7,50,3833,7174.132543425474,4860.082431258285,10737.218334866073,0.95,median,qi
33,7,51,4075,7747.090435427504,5250.1369872197,11617.409285866675,0.95,median,qi
33,7,52,4383,8335.876985866096,5613.677916181535,12615.074363331478,0.95,median,qi
33,7,53,4744,9001.610747551456,6052.45313811664,13541.609960829264,0.95,median,qi
33,7,54,5064,9684.633518314284,6463.8230305834695,14498.311600028586,0.95,median,qi
33,7,55,5358,10449.385255015935,6963.419671663096,15568.773000766312,0.95,median,qi
33,7,56,5645,11277.154365094362,7493.924068901154,16639.141415368802,0.95,median,qi
33,8,57,6018,12060.136946414726,7916.430066080467,17833.709390129436,0.95,median,qi
33,8,58,6382,12720.586660302826,8378.895432348536,18856.89203166535,0.95,median,qi
33,8,59,6721,13327.59991224972,8755.528727213148,19760.92652494281,0.95,median,qi
33,8,60,7080,13977.56216240611,9160.038851847456,20654.487401078357,0.95,median,qi
33,8,61,7457,14638.996683068235,9661.040455830487,21775.8166616446,0.95,median,qi
33,8,62,7820,15281.310661355816,10094.20469648274,22720.336770456735,0.95,median,qi
33,8,63,8186,15897.515989056566,10543.51459221769,23821.95368492787,0.95,median,qi
33,9,64,8566,16451.64215192089,10952.569035254852,24696.70203935538,0.95,median,qi
33,9,65,8875,16940.64718473523,11369.998282150427,25405.521697077205,0.95,median,qi
33,9,66,9266,17377.39072594521,11732.178090896268,25684.605789435755,0.95,median,qi
33,9,67,9493,17737.960471423045,12045.746106171056,26068.674174100113,0.95,median,qi
33,9,68,9751,18096.067365205403,12255.557491677524,26406.16399930183,0.95,median,qi
33,9,69,9938,18392.477617718963,12455.509293619312,26903.869471335736,0.95,median,qi
33,9,70,10143,18785.783381679434,12674.616061720122,27326.015147737817,0.95,median,qi
33,10,71,10349,19025.223745664727,12896.738051555796,27805.431774054407,0.95,median,qi
33,10,72,10547,19096.487172996865,13030.639778250026,28003.22931411848,0.95,median,qi
33,10,73,10679,19087.64145305562,12952.83804371132,27967.76460131122,0.95,median,qi
33,10,74,10795,18991.396683558236,12841.196890756264,27814.896336712667,0.95,median,qi
33,10,75,10829,18900.344531937124,12738.901651526818,27471.094446608688,0.95,median,qi
33,10,76,10836,18738.74175388004,12726.062234120396,27284.191483613344,0.95,median,qi
33,10,77,10913,18659.605680602424,12705.570413944002,26849.64171679434,0.95,median,qi
33,11,78,10920,18458.471736837582,12478.418805938065,26548.95362096119,0.95,median,qi
33,11,79,10895,18073.787457951847,12260.114641534255,26033.336210694608,0.95,median,qi
33,11,80,10700,17611.937777594667,11942.90693637805,25426.073810937207,0.95,median,qi
33,11,81,10576,17136.859226910485,11524.99077814303,24437.13313533722,0.95,median,qi
33,11,82,10409,16658.218379193044,11215.6869010652,23914.72682884772,0.95,median,qi
33,11,83,10200,16143.963451598482,10815.886168591143,23351.69978979464,0.95,median,qi
33,11,84,9986,15708.088203985855,10492.224568307109,22595.09826451296,0.95,median,qi
33,12,85,9644,15189.441836375148,10064.443454835811,21983.72047571531,0.95,median,qi
33,12,86,9403,14604.04975586044,9683.9992135185,21104.01068368553,0.95,median,qi
33,12,87,9141,13979.020517078923,9344.025812009486,20097.750980280896,0.95,median,qi
33,12,88,8831,13359.81773521614,8955.494708920209,19107.611800173916,0.95,median,qi
33,12,89,8506,12778.587766765617,8623.863867935785,18237.21552949715,0.95,median,qi
33,12,90,8212,12139.630009954131,8275.478333403245,17425.225399748848,0.95,median,qi
33,12,91,7917,11544.072357278945,7962.906626133436,16638.00523441787,0.95,median,qi
33,13,92,7600,10968.21492236438,7609.035987654552,15788.34583088578,0.95,median,qi
33,13,93,7294,10387.07845488897,7202.451167531407,14911.646702663897,0.95,median,qi
33,13,94,6939,9812.318460923096,6819.245244540408,14057.220516248652,0.95,median,qi
33,13,95,6615,9247.90282109152,6441.820894991585,13236.344539894624,0.95,median,qi
33,13,96,6386,8719.60626417007,6077.009052924371,12502.750768394602,0.95,median,qi
33,13,97,6026,8180.160127750891,5686.7285907973555,11711.837773967289,0.95,median,qi
33,13,98,5701,7705.950504656943,5314.1561678016415,10976.819730822252,0.95,median,qi
33,14,99,5403,7247.984492105609,4970.90253556388,10355.739234900298,0.95,median,qi
33,14,100,5102,6782.583136223211,4653.555158692017,9732.681945997014,0.95,median,qi
33,14,101,4877,6350.619929388458,4351.795078698767,9115.039680380309,0.95,median,qi
33,14,102,4586,5946.132265920904,4063.6907637763393,8540.089370771637,0.95,median,qi
33,14,103,4320,5540.232950819898,3762.3949234241577,8009.509847451845,0.95,median,qi
33,14,104,4067,5159.332870287433,3479.006494152992,7488.534765804348,0.95,median,qi
33,14,105,3812,4820.4075243000825,3223.017163597754,6977.782997038501,0.95,median,qi
33,15,106,3615,4488.831859927617,2998.6093082915095,6496.561510226071,0.95,median,qi
33,15,107,3404,4172.953484002355,2792.9720470686557,6024.058061633544,0.95,median,qi
33,15,108,3208,3880.314847690491,2595.296855797547,5589.91621614329,0.95,median,qi
33,15,109,2994,3598.5527573748795,2412.8105775961376,5173.32321838569,0.95,median,qi
33,15,110,2799,3336.13299330492,2229.8971526730406,4816.704194497174,0.95,median,qi
33,15,111,2590,3089.220794424744,2063.289281971209,4485.75754013289,0.95,median,qi
33,15,112,2440,2857.024066966914,1903.5657006470856,4160.59583349892,0.95,median,qi
33,16,113,2294,2639.469337005414,1763.8427655596226,3832.4876125335313,0.95,median,qi
33,16,114,2135,2428.874059340037,1631.7322271627163,3529.6372787338664,0.95,median,qi
33,16,115,1995,2235.0069920641936,1507.5575855944144,3264.070203644622,0.95,median,qi
33,16,116,1857,2050.5593629586774,1391.60411300709,3006.6146109971796,0.95,median,qi
33,16,117,1752,1886.0633849371648,1267.0808945443632,2778.734788195227,0.95,median,qi
33,16,118,1620,1728.682626253058,1154.5862584398403,2573.7552059212,0.95,median,qi
33,16,119,1516,1589.1336180606595,1048.7855170590092,2373.0346451077394,0.95,median,qi
33,17,120,1400,1455.9252413151748,949.745711849677,2180.566820355627,0.95,median,qi
33,17,121,1337,1328.5782606938467,859.9013068322583,2009.586308213813,0.95,median,qi
33,17,122,1233,1211.8347481345495,782.0846029370362,1844.1937280087277,0.95,median,qi
33,17,123,1138,1105.9523846827533,706.3440054353784,1697.247532199066,0.95,median,qi
33,17,124,1087,1009.7760487159832,635.723524275083,1559.2968998058827,0.95,median,qi
33,17,125,1010,922.4369487509778,572.4328739289467,1431.18144897993,0.95,median,qi
33,17,126,952,842.660771355304,516.4812924798887,1326.008508074805,0.95,median,qi
33,18,127,883,767.7627027086514,469.0182799337608,1223.048561161531,0.95,median,qi
33,18,128,829,697.2283647586828,425.6040543869427,1120.1105675760562,0.95,median,qi
33,18,129,759,633.1498775701757,379.658324147417,1037.7515191367702,0.95,median,qi
33,18,130,713,578.1097859546405,341.2794660366973,966.5090998059148,0.95,median,qi
33,18,131,678,526.0505364205253,305.1838303190858,891.289366339139,0.95,median,qi
33,18,132,649,480.2389602845831,275.61964774300105,817.7220629232012,0.95,median,qi
33,18,133,589,438.4350890290358,247.4498004790211,756.787266497703,0.95,median,qi
34,0,1,479,475.51872180740065,466.1904121456173,484.815723079896,0.5,median,qi
34,0,2,488,467.71169553921834,453.1336925639963,483.10145391614265,0.5,median,qi
34,0,3,483,463.8285366757982,445.6825622985698,482.9463975747583,0.5,median,qi
34,0,4,490,461.9905379674599,440.8762092020169,483.0566322177359,0.5,median,qi
34,0,5,462,460.50297546337544,437.9505752892179,484.6594101893808,0.5,median,qi
34,0,6,483,461.4307650973096,436.2599120451746,487.7507006543391,0.5,median,qi
34,0,7,464,462.12872342286727,434.714909675178,489.6343563593465,0.5,median,qi
34,1,8,458,466.2954347438395,436.1739627089362,494.3523073292355,0.5,median,qi
34,1,9,445,474.34347433651817,442.7003805028524,505.23367851704586,0.5,median,qi
34,1,10,434,483.868324539702,452.05160846522455,519.4914245881964,0.5,median,qi
34,1,11,428,494.9584402712793,461.4116347944469,534.2799534112106,0.5,median,qi
34,1,12,439,508.7102124650729,471.63289452729657,553.3432112196482,0.5,median,qi
34,1,13,452,523.4869068373655,480.9449740531858,570.7725598299269,0.5,median,qi
34,1,14,457,537.7038370704211,491.7029557434367,591.1144211145045,0.5,median,qi
34,2,15,453,555.5479228393151,504.0370109945668,615.0210056201621,0.5,median,qi
34,2,16,466,578.2914313806931,523.4467340489629,642.6854347469084,0.5,median,qi
34,2,17,475,605.2999498766644,545.6905956236359,673.5440513898682,0.5,median,qi
34,2,18,491,634.384649514062,569.1088301902284,707.0657682023359,0.5,median,qi
34,2,19,491,665.1999548094718,593.172911662374,744.1298777410511,0.5,median,qi
34,2,20,511,700.4757916496226,622.161764659782,786.9223961525653,0.5,median,qi
34,2,21,519,735.8428111118545,648.9317222570124,829.8437679475486,0.5,median,qi
34,3,22,543,778.173209228319,680.8314729082612,880.4583306444598,0.5,median,qi
34,3,23,580,826.090289131431,724.0079261534659,939.1246242823988,0.5,median,qi
34,3,24,603,883.3336617402849,772.2285738914592,1003.843974215246,0.5,median,qi
34,3,25,612,942.297413698789,822.0660513458905,1070.9706040413512,0.5,median,qi
34,3,26,659,1007.3944796264228,877.563584059169,1144.8267912139218,0.5,median,qi
34,3,27,686,1078.2410258261589,937.774544541888,1227.5296174497912,0.5,median,qi
34,3,28,729,1153.4031246498937,1005.8630952770002,1314.313040515304,0.5,median,qi
34,4,29,770,1244.2222720530249,1085.04996047929,1412.4640187096843,0.5,median,qi
34,4,30,825,1348.750570524183,1171.02995932587,1526.7537204397204,0.5,median,qi
34,4,31,867,1467.80412796955,1269.1695554978148,1659.139477467264,0.5,median,qi
34,4,32,934,1594.060211494083,1373.7587964544548,1799.9510015511396,0.5,median,qi
34,4,33,1006,1735.517686894896,1495.2588085450038,1960.3618064633856,0.5,median,qi
34,4,34,1074,1886.4872939114753,1628.8744592272144,2144.2212749461346,0.5,median,qi
34,4,35,1155,2054.652967841384,1775.2757677034278,2341.9672891022783,0.5,median,qi
34,5,36,1250,2233.6694016337087,1933.875847235948,2558.3978963101217,0.5,median,qi
34,5,37,1354,2433.276012693683,2113.5666433427505,2800.447611065876,0.5,median,qi
34,5,38,1488,2661.739851702148,2311.11614735899,3058.147301742427,0.5,median,qi
34,5,39,1624,2914.415221879742,2538.879821461129,3327.842587156388,0.5,median,qi
34,5,40,1769,3195.5024422038687,2774.693035267397,3635.892230345067,0.5,median,qi
34,5,41,1886,3504.1351386666092,3003.9137755666698,3970.654039241933,0.5,median,qi
34,5,42,2091,3837.1436174232217,3279.3115609010306,4337.371178190222,0.5,median,qi
34,6,43,2287,4184.173336525013,3579.655125582307,4720.106876733558,0.5,median,qi
34,6,44,2447,4559.765318956966,3905.6992199668057,5135.990754528188,0.5,median,qi
34,6,45,2702,4947.510923472915,4269.343739811015,5579.730290089838,0.5,median,qi
34,6,46,2875,5371.5189565881865,4634.333802832133,6062.26569725206,0.5,median,qi
34,6,47,3065,5834.624227370382,5033.980602652122,6595.907751758497,0.5,median,qi
34,6,48,3308,6337.163562831869,5492.9581214221525,7191.666064542744,0.5,median,qi
34,6,49,3585,6917.933126870934,5976.502782837095,7814.300070721351,0.5,median,qi
34,7,50,3833,7495.7879106073215,6471.079270046534,8441.28881655976,0.5,median,qi
34,7,51,4075,7993.034256471832,6944.595114770378,9029.460701930348,0.5,median,qi
34,7,52,4383,8512.684510925701,7429.241333761636,9658.595222728278,0.5,median,qi
34,7,53,4744,9065.583317974804,7916.716489905889,10315.458512872648,0.5,median,qi
34,7,54,5064,9631.52483208133,8436.358525948563,10932.44944073986,0.5,median,qi
34,7,55,5358,10268.532631968134,8955.377268752974,11635.33899804816,0.5,median,qi
34,7,56,5645,10929.840139860751,9501.303772929905,12392.103626740907,0.5,median,qi
34,8,57,6018,11573.582332044389,10046.053509708974,13167.705972302829,0.5,median,qi
34,8,58,6382,12102.764501353122,10539.486434345192,13806.454477943866,0.5,median,qi
34,8,59,6721,12673.250397543514,11039.951821323437,14388.57914798577,0.5,median,qi
34,8,60,7080,13206.364980380364,11486.008323743948,14966.948303427747,0.5,median,qi
34,8,61,7457,13777.786804463847,11975.053214072086,15554.403960209882,0.5,median,qi
34,8,62,7820,14341.093604311973,12513.590926139506,16197.518909694863,0.5,median,qi
34,8,63,8186,14961.19432278233,13005.309315509556,16804.463711370474,0.5,median,qi
34,9,64,8566,15468.814219589734,13415.990592665386,17368.285205121632,0.5,median,qi
34,9,65,8875,15912.87312148121,13787.66239352295,17838.8722405617,0.5,median,qi
34,9,66,9266,16218.20834335863,14082.298732887077,18230.498387955908,0.5,median,qi
34,9,67,9493,16566.564245147827,14316.327617573685,18582.90956600767,0.5,median,qi
34,9,68,9751,16817.065010616585,14679.092251650984,18909.975655441056,0.5,median,qi
34,9,69,9938,17157.13726898885,14968.014239086557,19212.193833619414,0.5,median,qi
34,9,70,10143,17411.230884792403,15212.205890120376,19488.501194605768,0.5,median,qi
34,10,71,10349,17625.46057094349,15404.429804376625,19726.532704178724,0.5,median,qi
34,10,72,10547,17709.8023947596,15538.192925553396,19904.602526836985,0.5,median,qi
34,10,73,10679,17743.184184131285,15641.947954579104,20068.150005293966,0.5,median,qi
34,10,74,10795,17719.48696745486,15651.650843697422,20122.885011358147,0.5,median,qi
34,10,75,10829,17694.80520988132,15652.533459716178,20118.588372998496,0.5,median,qi
34,10,76,10836,17643.146053562563,15567.617075300604,20091.07210042095,0.5,median,qi
34,10,77,10913,17594.261434634805,15632.649082528336,20009.29986907132,0.5,median,qi
34,11,78,10920,17429.91063445475,15498.176857179526,19892.005397300258,0.5,median,qi
34,11,79,10895,17163.812113138436,15283.516826149857,19637.593959293557,0.5,median,qi
34,11,80,10700,16801.230621848223,14969.774092700622,19313.763511574107,0.5,median,qi
34,11,81,10576,16455.554617904956,14647.232282091838,18876.3851283264,0.5,median,qi
34,11,82,10409,16136.099884297288,14323.331670183568,18449.4250538878,0.5,median,qi
34,11,83,10200,15765.411159533913,13975.618169151176,18043.254177569164,0.5,median,qi
34,11,84,9986,15354.934949031604,13614.648465258144,17642.463138093866,0.5,median,qi
34,12,85,9644,14950.950763885576,13234.754218385971,17187.529087215233,0.5,median,qi
34,12,86,9403,14418.878263850793,12815.688395209365,16644.441351667112,0.5,median,qi
34,12,87,9141,13926.612362653246,12328.753277216048,15997.67724689515,0.5,median,qi
34,12,88,8831,13384.004069693125,11898.709423785054,15330.03378775306,0.5,median,qi
34,12,89,8506,12870.51022561626,11420.363462657637,14694.499072520204,0.5,median,qi
34,12,90,8212,12326.873132923694,10928.435904454072,14047.41513946291,0.5,median,qi
34,12,91,7917,11792.600555346751,10443.024686593906,13431.019420216368,0.5,median,qi
34,13,92,7600,11251.73621644665,9951.623395538536,12837.79187305299,0.5,median,qi
34,13,93,7294,10690.407212146809,9419.268509954827,12208.489847109757,0.5,median,qi
34,13,94,6939,10135.028800623752,8929.71509864583,11552.977625567397,0.5,median,qi
34,13,95,6615,9583.052154922734,8476.91475061855,10908.483132459254,0.5,median,qi
34,13,96,6386,9061.37869534812,7995.292219044919,10301.58889660743,0.5,median,qi
34,13,97,6026,8558.425116927896,7518.454941224653,9725.462216200787,0.5,median,qi
34,13,98,5701,8071.464118096773,7050.574800784033,9168.646844790052,0.5,median,qi
34,14,99,5403,7587.37093390207,6616.165235372915,8615.3258591315,0.5,median,qi
34,14,100,5102,7115.704858972579,6191.557487673107,8086.003880740624,0.5,median,qi
34,14,101,4877,6673.832976340964,5793.058410019146,7547.69745127541,0.5,median,qi
34,14,102,4586,6236.340114918967,5400.60453107215,7066.918461711133,0.5,median,qi
34,14,103,4320,5819.455939222152,5034.049816599545,6608.19024485844,0.5,median,qi
34,14,104,4067,5424.468373116433,4690.495708683201,6157.956445714559,0.5,median,qi
34,14,105,3812,5055.399076405649,4374.2431093765845,5723.98686843635,0.5,median,qi
34,15,106,3615,4701.831525226555,4073.919369668888,5316.58439666055,0.5,median,qi
34,15,107,3404,4365.070142462132,3780.546406488297,4941.1605240938925,0.5,median,qi
34,15,108,3208,4044.836411652619,3512.730722403406,4570.893193463646,0.5,median,qi
34,15,109,2994,3746.6693181766377,3254.651178541342,4239.518317286851,0.5,median,qi
34,15,110,2799,3470.2753773138484,3018.01334625454,3933.423882809065,0.5,median,qi
34,15,111,2590,3210.484746502678,2784.675974537799,3651.125809462397,0.5,median,qi
34,15,112,2440,2967.8362510298975,2577.71396749463,3378.6475440879944,0.5,median,qi
34,16,113,2294,2740.8523847734464,2386.909531221155,3117.1738415726104,0.5,median,qi
34,16,114,2135,2528.353424263841,2196.7252155470296,2871.6375930784006,0.5,median,qi
34,16,115,1995,2323.364040057376,2023.4540976717417,2645.6863859192667,0.5,median,qi
34,16,116,1857,2143.478145941318,1863.4147122683064,2439.9197586978244,0.5,median,qi
34,16,117,1752,1976.1389951200183,1711.6768296215764,2247.894854942785,0.5,median,qi
34,16,118,1620,1817.3238002364665,1571.9050998991208,2063.3769139955857,0.5,median,qi
34,16,119,1516,1671.4402367990997,1440.9657945568697,1899.9835057208277,0.5,median,qi
34,17,120,1400,1535.051578946561,1320.6809997171958,1746.279441486263,0.5,median,qi
34,17,121,1337,1414.1397244409154,1210.0111811571303,1614.0849156769243,0.5,median,qi
34,17,122,1233,1296.588843887041,1107.1008310150594,1480.5342664779826,0.5,median,qi
34,17,123,1138,1188.1559315125592,1010.9393255660594,1360.1405918821104,0.5,median,qi
34,17,124,1087,1089.586320824404,927.138689053352,1250.203942662221,0.5,median,qi
34,17,125,1010,998.3620736135708,850.6959904173796,1151.5347585622974,0.5,median,qi
34,17,126,952,912.5995686866632,781.9499215851996,1056.3647661510174,0.5,median,qi
34,18,127,883,836.8804834200098,716.7385009113129,973.1188080546896,0.5,median,qi
34,18,128,829,764.9767447572901,654.6534362075604,891.8025071922666,0.5,median,qi
34,18,129,759,697.0478433191334,598.1337731317859,821.9116770204552,0.5,median,qi
34,18,130,713,640.01140818016,545.7135757299604,757.3796186281782,0.5,median,qi
34,18,131,678,586.5299187762371,497.314306983945,692.3279080248017,0.5,median,qi
34,18,132,649,537.2514890847654,453.51569477817026,637.8497452285154,0.5,median,qi
34,18,133,589,492.3076345067644,414.405263827951,585.266400078202,0.5,median,qi
34,0,1,479,475.51872180740065,456.45126651775433,495.0815866325806,0.8,median,qi
34,0,2,488,467.71169553921834,436.3212197882279,500.01141352841114,0.8,median,qi
34,0,3,483,463.8285366757982,424.7733240244981,504.8236950141016,0.8,median,qi
34,0,4,490,461.9905379674599,418.41817413039206,508.10410952939304,0.8,median,qi
34,0,5,462,460.50297546337544,414.32916562900095,513.2516208627281,0.8,median,qi
34,0,6,483,461.4307650973096,412.092038463009,517.3906756803059,0.8,median,qi
34,0,7,464,462.12872342286727,409.1304985864692,521.5752849034684,0.8,median,qi
34,1,8,458,466.2954347438395,408.6780409028079,529.2345740360165,0.8,median,qi
34,1,9,445,474.34347433651817,412.02000813794166,540.7604413095926,0.8,median,qi
34,1,10,434,483.868324539702,418.3054138178894,558.800300564377,0.8,median,qi
34,1,11,428,494.9584402712793,425.3716389968725,578.8982435256512,0.8,median,qi
34,1,12,439,508.7102124650729,432.47348578045944,600.4853675115191,0.8,median,qi
34,1,13,452,523.4869068373655,441.0144933304965,623.8357243304354,0.8,median,qi
34,1,14,457,537.7038370704211,449.5654025780551,648.3084211220337,0.8,median,qi
34,2,15,453,555.5479228393151,461.8559134223568,676.1998883719255,0.8,median,qi
34,2,16,466,578.2914313806931,477.3152304007266,708.779045972251,0.8,median,qi
34,2,17,475,605.2999498766644,496.3888430921317,743.2252999954792,0.8,median,qi
34,2,18,491,634.384649514062,515.7675059341545,781.4711479380068,0.8,median,qi
34,2,19,491,665.1999548094718,537.1877147515528,821.0124134587606,0.8,median,qi
34,2,20,511,700.4757916496226,559.9470763215843,869.8753251651311,0.8,median,qi
34,2,21,519,735.8428111118545,583.9845184698559,920.1182724388252,0.8,median,qi
34,3,22,543,778.173209228319,613.2270457206428,979.0867143116136,0.8,median,qi
34,3,23,580,826.090289131431,649.1657298172861,1044.9657803961402,0.8,median,qi
34,3,24,603,883.3336617402849,689.6259064515048,1119.2598047839265,0.8,median,qi
34,3,25,612,942.297413698789,730.9200324408503,1200.2779196170068,0.8,median,qi
34,3,26,659,1007.3944796264228,782.3963300359806,1286.9667419596794,0.8,median,qi
34,3,27,686,1078.2410258261589,828.4494030790393,1381.2001335316925,0.8,median,qi
34,3,28,729,1153.4031246498937,881.1989355854453,1484.8810190090064,0.8,median,qi
34,4,29,770,1244.2222720530249,939.3349422679004,1602.3449838330191,0.8,median,qi
34,4,30,825,1348.750570524183,1015.9023265227306,1732.0002534146884,0.8,median,qi
34,4,31,867,1467.80412796955,1106.2568808540032,1881.6801979263917,0.8,median,qi
34,4,32,934,1594.060211494083,1200.5126841433455,2055.853201257892,0.8,median,qi
34,4,33,1006,1735.517686894896,1307.5112654296677,2232.695930078122,0.8,median,qi
34,4,34,1074,1886.4872939114753,1418.7692753848903,2427.662597046919,0.8,median,qi
34,4,35,1155,2054.652967841384,1542.1470429590586,2645.180652829179,0.8,median,qi
34,5,36,1250,2233.6694016337087,1685.4387392308806,2880.623863756615,0.8,median,qi
34,5,37,1354,2433.276012693683,1850.5029470792392,3138.128913332233,0.8,median,qi
34,5,38,1488,2661.739851702148,2030.59204312787,3422.716488555471,0.8,median,qi
34,5,39,1624,2914.415221879742,2219.0706833968916,3730.3738586798872,0.8,median,qi
34,5,40,1769,3195.5024422038687,2416.6578065441922,4074.3269576315297,0.8,median,qi
34,5,41,1886,3504.1351386666092,2652.2305172345027,4467.343921665639,0.8,median,qi
